Episode 0 (training=ppo):
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户8 -> UAV2, T_i=0.0895, r=-0.0895
  客户3 -> UAV2, T_i=0.1496, r=-0.1496
  客户2 -> UAV1, T_i=0.1131, r=-0.1131
  客户9 -> UAV2, T_i=0.0090, r=-0.0090
Episode 5 (training=ppo):
  客户5 -> UAV2, T_i=0.1358, r=-0.1358
  客户9 -> UAV1, T_i=0.0090, r=-0.0090
  客户2 -> UAV2, T_i=0.1131, r=-0.1131
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户7 -> UAV1, T_i=0.0864, r=-0.0864
  客户3 -> UAV1, T_i=0.1496, r=-0.1496
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户1 -> UAV0, T_i=0.1515, r=-0.1515
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
Episode 6 (training=ppo):
  客户3 -> UAV0, T_i=0.1496, r=-0.1496
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户6 -> UAV2, T_i=0.0549, r=-0.0549
  客户8 -> UAV0, T_i=0.0895, r=-0.0895
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
  客户1 -> UAV1, T_i=0.1515, r=-0.1515
  客户9 -> UAV1, T_i=0.0090, r=-0.0090
Episode 7 (training=ppo):
  客户3 -> UAV1, T_i=0.1496, r=-0.1496
  客户8 -> UAV2, T_i=0.0895, r=-0.0895
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
  客户1 -> UAV1, T_i=0.1515, r=-0.1515
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户7 -> UAV2, T_i=0.0864, r=-0.0864
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户4 -> UAV2, T_i=0.1593, r=-0.1593
  客户0 -> UAV2, T_i=0.0836, r=-0.0836
  客户9 -> UAV1, T_i=0.0090, r=-0.0090
Episode 8 (training=ppo):
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户5 -> UAV1, T_i=0.1358, r=-0.1358
  客户9 -> UAV2, T_i=0.0090, r=-0.0090
  客户8 -> UAV2, T_i=0.0895, r=-0.0895
  客户7 -> UAV1, T_i=0.0864, r=-0.0864
  客户6 -> UAV1, T_i=0.0549, r=-0.0549
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
  客户3 -> UAV1, T_i=0.1496, r=-0.1496
  客户1 -> UAV2, T_i=0.1515, r=-0.1515
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
Episode 9 (training=ppo):
  客户4 -> UAV1, T_i=0.1593, r=-0.1593
  客户6 -> UAV1, T_i=0.0549, r=-0.0549
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
  客户2 -> UAV2, T_i=0.1131, r=-0.1131
  客户3 -> UAV1, T_i=0.1496, r=-0.1496
  客户1 -> UAV0, T_i=0.1515, r=-0.1515
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户5 -> UAV1, T_i=0.1358, r=-0.1358
  客户0 -> UAV2, T_i=0.0836, r=-0.0836
  客户7 -> UAV1, T_i=0.0864, r=-0.0864
Episode 10 (training=ppo):
  客户8 -> UAV2, T_i=0.0895, r=-0.0895
  客户6 -> UAV1, T_i=0.0549, r=-0.0549
  客户9 -> UAV2, T_i=0.0090, r=-0.0090
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户1 -> UAV0, T_i=0.1515, r=-0.1515
  客户3 -> UAV0, T_i=0.1496, r=-0.1496
  客户0 -> UAV1, T_i=0.0836, r=-0.0836
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户5 -> UAV1, T_i=0.1358, r=-0.1358
Episode 11 (training=ppo):
  客户4 -> UAV1, T_i=0.1593, r=-0.1593
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
  客户1 -> UAV0, T_i=0.1515, r=-0.1515
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户3 -> UAV0, T_i=0.1496, r=-0.1496
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户8 -> UAV0, T_i=0.0895, r=-0.0895
  客户6 -> UAV1, T_i=0.0549, r=-0.0549
Episode 12 (training=ppo):
  客户2 -> UAV2, T_i=0.1131, r=-0.1131
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户8 -> UAV2, T_i=0.0895, r=-0.0895
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
  客户1 -> UAV2, T_i=0.1515, r=-0.1515
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户3 -> UAV0, T_i=0.1496, r=-0.1496
Episode 13 (training=ppo):
  客户5 -> UAV2, T_i=0.1358, r=-0.1358
  客户1 -> UAV0, T_i=0.1515, r=-0.1515
  客户4 -> UAV1, T_i=0.1593, r=-0.1593
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
  客户8 -> UAV0, T_i=0.0895, r=-0.0895
  客户9 -> UAV2, T_i=0.0090, r=-0.0090
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户0 -> UAV1, T_i=0.0836, r=-0.0836
  客户3 -> UAV0, T_i=0.1496, r=-0.1496
  客户6 -> UAV2, T_i=0.0549, r=-0.0549
Episode 14 (training=ppo):
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户6 -> UAV1, T_i=0.0549, r=-0.0549
  客户3 -> UAV1, T_i=0.1496, r=-0.1496
  客户1 -> UAV1, T_i=0.1515, r=-0.1515
  客户4 -> UAV2, T_i=0.1593, r=-0.1593
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
  客户7 -> UAV1, T_i=0.0864, r=-0.0864
  客户0 -> UAV1, T_i=0.0836, r=-0.0836
Episode 15 (training=ppo):
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
  客户8 -> UAV2, T_i=0.0895, r=-0.0895
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户1 -> UAV0, T_i=0.1515, r=-0.1515
  客户7 -> UAV1, T_i=0.0864, r=-0.0864
  客户3 -> UAV2, T_i=0.1496, r=-0.1496
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
Episode 16 (training=ppo):
  客户2 -> UAV2, T_i=0.1131, r=-0.1131
  客户1 -> UAV1, T_i=0.1515, r=-0.1515
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户4 -> UAV1, T_i=0.1593, r=-0.1593
  客户3 -> UAV0, T_i=0.1496, r=-0.1496
  客户5 -> UAV2, T_i=0.1358, r=-0.1358
  客户7 -> UAV2, T_i=0.0864, r=-0.0864
  客户6 -> UAV2, T_i=0.0549, r=-0.0549
  客户8 -> UAV0, T_i=0.0895, r=-0.0895
  客户9 -> UAV2, T_i=0.0090, r=-0.0090
Episode 17 (training=ppo):
  客户8 -> UAV0, T_i=0.0895, r=-0.0895
  客户5 -> UAV1, T_i=0.1358, r=-0.1358
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户1 -> UAV1, T_i=0.1515, r=-0.1515
  客户3 -> UAV0, T_i=0.1496, r=-0.1496
  客户4 -> UAV1, T_i=0.1593, r=-0.1593
  客户9 -> UAV1, T_i=0.0090, r=-0.0090
  客户2 -> UAV1, T_i=0.1131, r=-0.1131
Episode 18 (training=ppo):
  客户6 -> UAV1, T_i=0.0549, r=-0.0549
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户4 -> UAV2, T_i=0.1593, r=-0.1593
  客户0 -> UAV1, T_i=0.0836, r=-0.0836
  客户5 -> UAV1, T_i=0.1358, r=-0.1358
  客户9 -> UAV1, T_i=0.0090, r=-0.0090
  客户3 -> UAV2, T_i=0.1496, r=-0.1496
  客户1 -> UAV1, T_i=0.1515, r=-0.1515
  客户7 -> UAV1, T_i=0.0864, r=-0.0864
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
Episode 19 (training=ppo):
  客户9 -> UAV1, T_i=0.0090, r=-0.0090
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户7 -> UAV1, T_i=0.0864, r=-0.0864
  客户8 -> UAV0, T_i=0.0895, r=-0.0895
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
  客户0 -> UAV1, T_i=0.0836, r=-0.0836
  客户4 -> UAV1, T_i=0.1593, r=-0.1593
  客户1 -> UAV1, T_i=0.1515, r=-0.1515
  客户3 -> UAV1, T_i=0.1496, r=-0.1496
Episode 20 (training=ppo):
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户7 -> UAV2, T_i=0.0864, r=-0.0864
  客户4 -> UAV2, T_i=0.1593, r=-0.1593
  客户3 -> UAV0, T_i=0.1496, r=-0.1496
  客户1 -> UAV1, T_i=0.1515, r=-0.1515
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户2 -> UAV1, T_i=0.1131, r=-0.1131
  客户9 -> UAV2, T_i=0.0090, r=-0.0090
  [重分配] 客户5 -> UAV2, T_i=0.1784, r=-0.1784
Episode 21 (training=ppo):
  客户9 -> UAV1, T_i=0.0090, r=-0.0090
  客户4 -> UAV1, T_i=0.1593, r=-0.1593
  客户5 -> UAV1, T_i=0.1358, r=-0.1358
  客户3 -> UAV1, T_i=0.1496, r=-0.1496
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户1 -> UAV0, T_i=0.1515, r=-0.1515
  客户6 -> UAV1, T_i=0.0549, r=-0.0549
  客户7 -> UAV1, T_i=0.0864, r=-0.0864
  客户8 -> UAV2, T_i=0.0895, r=-0.0895
  客户2 -> UAV2, T_i=0.1131, r=-0.1131
Episode 22 (training=ppo):
  客户9 -> UAV2, T_i=0.0090, r=-0.0090
  客户1 -> UAV2, T_i=0.1515, r=-0.1515
  客户4 -> UAV1, T_i=0.1593, r=-0.1593
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户3 -> UAV1, T_i=0.1496, r=-0.1496
  客户7 -> UAV1, T_i=0.0864, r=-0.0864
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户8 -> UAV0, T_i=0.0895, r=-0.0895
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
Episode 23 (training=ppo):
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户3 -> UAV2, T_i=0.1496, r=-0.1496
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户7 -> UAV1, T_i=0.0864, r=-0.0864
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
  客户6 -> UAV1, T_i=0.0549, r=-0.0549
  客户1 -> UAV1, T_i=0.1515, r=-0.1515
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户2 -> UAV2, T_i=0.1131, r=-0.1131
Episode 24 (training=ppo):
  客户0 -> UAV2, T_i=0.0836, r=-0.0836
  客户1 -> UAV1, T_i=0.1515, r=-0.1515
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户3 -> UAV2, T_i=0.1496, r=-0.1496
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
  客户2 -> UAV1, T_i=0.1131, r=-0.1131
  客户8 -> UAV0, T_i=0.0895, r=-0.0895
Episode 25 (training=ppo):
  客户0 -> UAV2, T_i=0.0836, r=-0.0836
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户9 -> UAV2, T_i=0.0090, r=-0.0090
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户5 -> UAV2, T_i=0.1358, r=-0.1358
  客户3 -> UAV0, T_i=0.1496, r=-0.1496
  客户1 -> UAV2, T_i=0.1515, r=-0.1515
  客户8 -> UAV2, T_i=0.0895, r=-0.0895
Episode 26 (training=ppo):
  客户6 -> UAV1, T_i=0.0549, r=-0.0549
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户3 -> UAV1, T_i=0.1496, r=-0.1496
  客户1 -> UAV0, T_i=0.1515, r=-0.1515
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户0 -> UAV2, T_i=0.0836, r=-0.0836
Episode 27 (training=ppo):
  客户0 -> UAV1, T_i=0.0836, r=-0.0836
  客户8 -> UAV2, T_i=0.0895, r=-0.0895
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
  客户1 -> UAV0, T_i=0.1515, r=-0.1515
  客户2 -> UAV1, T_i=0.1131, r=-0.1131
  客户3 -> UAV0, T_i=0.1496, r=-0.1496
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
Episode 28 (training=ppo):
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
  客户7 -> UAV1, T_i=0.0864, r=-0.0864
  客户0 -> UAV2, T_i=0.0836, r=-0.0836
  客户3 -> UAV0, T_i=0.1496, r=-0.1496
  客户5 -> UAV1, T_i=0.1358, r=-0.1358
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户1 -> UAV0, T_i=0.1515, r=-0.1515
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户2 -> UAV1, T_i=0.1131, r=-0.1131
Episode 29 (training=ppo):
  客户3 -> UAV2, T_i=0.1496, r=-0.1496
  客户0 -> UAV2, T_i=0.0836, r=-0.0836
  客户2 -> UAV2, T_i=0.1131, r=-0.1131
  客户7 -> UAV2, T_i=0.0864, r=-0.0864
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
  客户4 -> UAV2, T_i=0.1593, r=-0.1593
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户1 -> UAV2, T_i=0.1515, r=-0.1515
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
Episode 30 (training=ppo):
  客户7 -> UAV1, T_i=0.0864, r=-0.0864
  客户1 -> UAV1, T_i=0.1515, r=-0.1515
  客户3 -> UAV1, T_i=0.1496, r=-0.1496
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
  客户6 -> UAV2, T_i=0.0549, r=-0.0549
  客户8 -> UAV2, T_i=0.0895, r=-0.0895
  客户2 -> UAV2, T_i=0.1131, r=-0.1131
  客户4 -> UAV2, T_i=0.1593, r=-0.1593
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
Episode 31 (training=ppo):
  客户1 -> UAV0, T_i=0.1515, r=-0.1515
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户3 -> UAV0, T_i=0.1496, r=-0.1496
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户0 -> UAV2, T_i=0.0836, r=-0.0836
  客户6 -> UAV2, T_i=0.0549, r=-0.0549
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
Episode 32 (training=ppo):
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户1 -> UAV2, T_i=0.1515, r=-0.1515
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
  客户3 -> UAV0, T_i=0.1496, r=-0.1496
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户2 -> UAV1, T_i=0.1131, r=-0.1131
Episode 33 (training=ppo):
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户2 -> UAV2, T_i=0.1131, r=-0.1131
  客户0 -> UAV1, T_i=0.0836, r=-0.0836
  客户8 -> UAV2, T_i=0.0895, r=-0.0895
  客户4 -> UAV2, T_i=0.1593, r=-0.1593
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户1 -> UAV2, T_i=0.1515, r=-0.1515
  客户3 -> UAV1, T_i=0.1496, r=-0.1496
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户9 -> UAV1, T_i=0.0090, r=-0.0090
Episode 34 (training=ppo):
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户0 -> UAV1, T_i=0.0836, r=-0.0836
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户3 -> UAV1, T_i=0.1496, r=-0.1496
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
  客户1 -> UAV1, T_i=0.1515, r=-0.1515
  客户2 -> UAV2, T_i=0.1131, r=-0.1131
Episode 35 (training=ppo):
  客户2 -> UAV2, T_i=0.1131, r=-0.1131
  客户7 -> UAV1, T_i=0.0864, r=-0.0864
  客户3 -> UAV1, T_i=0.1496, r=-0.1496
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户8 -> UAV2, T_i=0.0895, r=-0.0895
  客户1 -> UAV2, T_i=0.1515, r=-0.1515
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
  客户6 -> UAV1, T_i=0.0549, r=-0.0549
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
Episode 36 (training=ppo):
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户8 -> UAV0, T_i=0.0895, r=-0.0895
  客户6 -> UAV1, T_i=0.0549, r=-0.0549
  客户0 -> UAV1, T_i=0.0836, r=-0.0836
  客户4 -> UAV2, T_i=0.1593, r=-0.1593
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
  客户3 -> UAV0, T_i=0.1496, r=-0.1496
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户1 -> UAV0, T_i=0.1515, r=-0.1515
  客户2 -> UAV1, T_i=0.1131, r=-0.1131
Episode 37 (training=ppo):
  客户9 -> UAV2, T_i=0.0090, r=-0.0090
  客户3 -> UAV0, T_i=0.1496, r=-0.1496
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户6 -> UAV2, T_i=0.0549, r=-0.0549
  客户7 -> UAV2, T_i=0.0864, r=-0.0864
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户2 -> UAV2, T_i=0.1131, r=-0.1131
  客户0 -> UAV1, T_i=0.0836, r=-0.0836
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户1 -> UAV2, T_i=0.1515, r=-0.1515
Episode 38 (training=ppo):
  客户3 -> UAV1, T_i=0.1496, r=-0.1496
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户1 -> UAV2, T_i=0.1515, r=-0.1515
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
  客户9 -> UAV1, T_i=0.0090, r=-0.0090
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户8 -> UAV0, T_i=0.0895, r=-0.0895
Episode 39 (training=ppo):
  客户7 -> UAV2, T_i=0.0864, r=-0.0864
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户4 -> UAV1, T_i=0.1593, r=-0.1593
  客户0 -> UAV1, T_i=0.0836, r=-0.0836
  客户5 -> UAV2, T_i=0.1358, r=-0.1358
  客户1 -> UAV1, T_i=0.1515, r=-0.1515
  客户3 -> UAV2, T_i=0.1496, r=-0.1496
  客户2 -> UAV2, T_i=0.1131, r=-0.1131
  客户9 -> UAV1, T_i=0.0090, r=-0.0090
  客户6 -> UAV2, T_i=0.0549, r=-0.0549
Episode 40 (training=ppo):
  客户6 -> UAV1, T_i=0.0549, r=-0.0549
  客户9 -> UAV1, T_i=0.0090, r=-0.0090
  客户7 -> UAV1, T_i=0.0864, r=-0.0864
  客户3 -> UAV1, T_i=0.1496, r=-0.1496
  客户1 -> UAV2, T_i=0.1515, r=-0.1515
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户2 -> UAV1, T_i=0.1131, r=-0.1131
Episode 41 (training=ppo):
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户6 -> UAV2, T_i=0.0549, r=-0.0549
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户9 -> UAV2, T_i=0.0090, r=-0.0090
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
  客户1 -> UAV1, T_i=0.1515, r=-0.1515
  客户4 -> UAV1, T_i=0.1593, r=-0.1593
  客户3 -> UAV1, T_i=0.1496, r=-0.1496
Episode 42 (training=ppo):
  客户7 -> UAV2, T_i=0.0864, r=-0.0864
  客户0 -> UAV1, T_i=0.0836, r=-0.0836
  客户9 -> UAV1, T_i=0.0090, r=-0.0090
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户2 -> UAV1, T_i=0.1131, r=-0.1131
  客户1 -> UAV2, T_i=0.1515, r=-0.1515
  客户3 -> UAV1, T_i=0.1496, r=-0.1496
Episode 43 (training=ppo):
  客户1 -> UAV1, T_i=0.1515, r=-0.1515
  客户0 -> UAV0, T_i=0.0836, r=-0.0836
  客户9 -> UAV1, T_i=0.0090, r=-0.0090
  客户6 -> UAV1, T_i=0.0549, r=-0.0549
  客户3 -> UAV2, T_i=0.1496, r=-0.1496
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户5 -> UAV2, T_i=0.1358, r=-0.1358
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
  客户8 -> UAV2, T_i=0.0895, r=-0.0895
Episode 44 (training=ppo):
  客户2 -> UAV0, T_i=0.1131, r=-0.1131
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
  客户4 -> UAV0, T_i=0.1593, r=-0.1593
  客户0 -> UAV2, T_i=0.0836, r=-0.0836
  客户1 -> UAV2, T_i=0.1515, r=-0.1515
  客户7 -> UAV0, T_i=0.0864, r=-0.0864
  客户5 -> UAV0, T_i=0.1358, r=-0.1358
  客户6 -> UAV0, T_i=0.0549, r=-0.0549
  客户3 -> UAV0, T_i=0.1496, r=-0.1496
Episode 45 (training=ppo):
  客户6 -> UAV2, T_i=0.0549, r=-0.0549
  客户2 -> UAV1, T_i=0.1131, r=-0.1131
  客户9 -> UAV0, T_i=0.0090, r=-0.0090
  客户0 -> UAV2, T_i=0.0836, r=-0.0836
  客户7 -> UAV1, T_i=0.0864, r=-0.0864
  客户1 -> UAV0, T_i=0.1515, r=-0.1515
  客户4 -> UAV2, T_i=0.1593, r=-0.1593
  客户8 -> UAV1, T_i=0.0895, r=-0.0895
