step,reward_raw,reward_smooth
214,130.83538818359375,139.0580284118652
215,127.4027099609375,138.90456069946288
216,166.60484313964844,139.52204940795897
217,129.73623657226562,139.36502700805667
218,134.17010498046875,139.30129959106446
219,134.1368408203125,139.2167366027832
220,132.37277221679688,139.16496536254886
221,156.39425659179688,139.5313252258301
222,146.23289489746094,139.74107772827148
223,132.79283142089844,139.6432588195801
224,127.24605560302734,139.45790771484374
225,133.0021514892578,139.4187008666992
226,132.98745727539062,139.30636566162113
227,136.33131408691406,139.29877716064453
228,134.50357055664062,139.28088165283202
229,131.6862030029297,139.18082916259766
230,134.59268188476562,139.10972625732424
231,132.9355010986328,139.01561431884767
232,137.2806854248047,139.0864419555664
233,130.022216796875,138.95665130615234
234,132.2443084716797,138.51457519531255
235,170.89707946777344,139.2831838989258
236,130.02301025390625,139.22811157226562
237,133.11737060546875,139.24011016845702
238,152.7337646484375,139.10097564697264
239,129.76084899902344,139.06386291503907
240,129.4555206298828,139.0374594116211
241,156.4155731201172,139.4875393676758
242,161.95535278320312,140.07495635986328
243,124.73466491699219,140.00920928955077
244,128.68484497070312,139.1495657348633
245,126.93179321289062,138.92589965820312
246,129.35357666015625,138.03465759277344
247,127.76426696777344,137.28089813232424
248,128.31590270996094,136.96132446289064
249,125.48319244384766,136.86282180786134
250,162.182373046875,136.76026840209963
251,123.9453353881836,136.70479003906252
252,130.18931579589844,136.410798034668
253,131.22079467773438,136.76208114624023
254,127.53680419921875,136.6997416687012
255,130.78030395507812,136.64226608276368
256,137.81182861328125,136.34410446166993
257,129.9164581298828,136.2688215637207
258,125.43177795410156,136.06183029174804
259,123.94844818115234,135.28244354248048
260,129.4781494140625,135.1576190185547
261,130.4270782470703,135.22608154296876
262,165.6236572265625,135.83717315673832
263,127.23036193847656,135.69720947265628
264,128.21615600585938,135.6448248291016
265,159.46778869628906,136.2861264038086
266,165.02061462402344,136.2544418334961
267,131.34158325195312,136.28654876708984
268,131.8851776123047,136.24085021972655
269,126.93492126464844,136.09681182861328
270,162.71482849121094,136.70365295410156
271,154.89320373535156,136.67363189697267
272,132.44778442382812,136.3979296875
273,128.01002502441406,136.30227355957035
274,130.99456787109375,136.37724380493165
275,132.31788635253906,136.36355850219724
276,133.62428283691406,136.37629501342772
277,168.33824157714844,137.01643356323243
278,136.2329864501953,137.05102188110354
279,170.47763061523438,137.82685043334962
280,135.9034881591797,137.8530665588379
281,128.65203857421875,137.76739730834962
282,134.6588592529297,137.71496078491214
283,125.61408996582031,137.62679824829104
284,135.50616455078125,137.69203536987308
285,136.5211639404297,137.0045170593262
286,134.92279052734375,137.10251266479492
287,136.90065002441406,137.17817825317383
288,167.94729614257812,137.48244888305666
289,127.23153686523438,137.43186264038087
290,131.156494140625,137.46588211059571
291,153.06689453125,137.39890853881835
292,129.18057250976562,136.74341293334962
293,154.40542602539062,137.3368281555176
294,161.38050842285156,137.99074142456055
295,129.42266845703125,138.0405589294434
296,130.37937927246094,138.06107498168947
297,158.0169677734375,138.66612899780273
298,133.76513671875,138.77511367797854
299,129.33709716796875,138.85219177246094
300,133.83572387695312,138.2852587890625
301,131.22840881347656,138.43092025756835
302,130.32069396972656,138.4335478210449
303,136.31996154785156,138.53553115844727
304,131.70559692382812,138.61890701293947
305,134.00521850585938,138.68340530395506
306,148.24783325195312,138.89212539672852
307,135.40696716308594,139.00193557739257
308,158.746337890625,139.66822677612305
309,142.41880798339844,140.03763397216798
310,169.3782196044922,140.83563537597658
311,179.38174438476562,141.81472869873045
312,144.3302001953125,141.38885955810545
313,136.07876586914062,141.56582763671878
314,145.0009002685547,141.90152252197268
315,178.2914581298828,142.27799591064453
316,140.17471313476562,141.78107788085939
317,156.19735717773438,142.27819335937502
318,137.54132080078125,142.39131622314454
319,150.47702026367188,142.862158203125
320,167.8764190673828,142.96539001464845
321,171.90187072753906,143.30556335449222
322,134.31581115722656,143.34292388916018
323,137.1473388671875,143.52567016601563
324,138.0693817138672,143.6671664428711
325,129.9008331298828,143.618825378418
326,137.38294982910156,143.69399871826172
327,168.76089477539062,143.70245178222655
328,135.8582305908203,143.69495666503906
329,138.0765838623047,143.04693572998048
330,156.869873046875,143.4662634277344
331,137.13705444335938,143.6359637451172
332,134.81607055664062,143.63910797119138
333,167.01370239257812,144.46710021972655
334,138.10105895996094,144.51899810791016
335,178.45062255859375,145.35758728027346
336,177.83004760742188,146.215732421875
337,142.22305297851562,146.32218048095703
338,147.82888793945312,145.91981231689454
339,141.32913208007812,146.2017642211914
340,139.81527709960938,146.3749398803711
341,141.82041931152344,146.15001037597656
342,142.6321258544922,146.41904144287108
343,147.20484924316406,146.27502990722655
344,147.10690307617188,145.989557800293
345,148.28573608398438,146.36681915283205
346,148.7255859375,146.73374328613284
347,146.86204528808594,146.51064483642577
348,139.5159149169922,146.62566040039061
349,145.3194580078125,146.9453076171875
350,145.93760681152344,147.1873452758789
351,144.8925018310547,147.46062713623047
352,156.57443237304688,147.9857019042969
353,183.78594970703125,148.9350216674805
354,150.91859436035156,149.31928161621093
355,152.69500732421875,149.69307739257815
356,147.06820678710938,149.66948486328124
357,170.78208923339844,150.3769873046875
358,141.5899200439453,150.0338589477539
359,178.7522735595703,150.76052825927732
360,139.7974090576172,150.16891204833982
361,138.09226989746094,149.34312255859376
362,138.32212829589844,149.22296112060548
363,137.5944366455078,149.2532745361328
364,139.59373474121094,149.14513122558594
365,139.01255798339844,148.35955322265625
366,139.39161682128906,148.34389129638672
367,140.80929565429688,148.03613006591797
368,151.0059814453125,148.3054232788086
369,138.6636199951172,148.0691552734375
370,152.75584411621094,147.76674377441407
371,140.0282440185547,147.1292712402344
372,136.83367919921875,147.17962860107426
373,145.72140502929688,147.35110992431646
374,175.03338623046875,148.09039001464848
375,137.51382446289062,148.24264984130858
376,137.92877197265625,148.2535662841797
377,171.07980346679688,148.29994445800784
378,142.77235412597656,148.43822692871095
379,178.0199432373047,149.23709411621095
380,137.57151794433594,148.8511270141602
381,169.94741821289062,149.5073342895508
382,169.69227600097656,150.20485839843752
383,140.2484893798828,149.6695541381836
384,174.7581024169922,150.4026950073242
385,132.13735961914062,149.47642974853517
386,136.6778106689453,148.65338500976563
387,135.82493591308594,148.52542266845705
388,134.3707275390625,148.25625946044923
389,159.54635620117188,148.6206039428711
390,138.7646942138672,148.59959228515626
391,139.55020141601562,148.55418792724612
392,166.65545654296875,149.03465454101564
393,140.3241729736328,148.897041015625
394,137.16233825683594,148.69814971923827
395,137.90460205078125,148.49052703857424
396,161.5607147216797,148.74722961425783
397,129.31185913085938,148.3962258911133
398,134.41326904296875,148.29417297363284
399,136.57510375976562,148.1192858886719
400,130.73716735839844,147.8152770996094
401,162.4544219970703,148.16651550292968
402,126.55107879638672,147.56604843139647
403,131.63644409179688,146.5230583190918
404,130.4490966796875,146.1136683654785
405,158.13673400878906,146.22250289916994
406,136.29031372070312,146.0069450378418
407,134.47720336914062,145.28084732055666
408,138.76028442382812,145.22425460815433
409,135.7639923095703,144.36448898315433
410,133.80825805664062,144.24470596313478
411,154.1913299560547,144.56668716430664
412,138.73731994628906,144.57499099731447
413,137.9794158935547,144.5826905822754
414,136.61920166015625,144.5231999206543
415,136.73306274414062,144.47761001586915
416,130.57666015625,144.30131088256837
417,137.2683563232422,144.23049209594728
418,132.13723754882812,143.8531172180176
419,174.38430786132812,144.5675309753418
420,131.82760620117188,144.14896621704102
421,125.13035583496094,143.85100845336913
422,134.6756591796875,143.8078480529785
423,140.68896484375,143.70719924926757
424,136.205322265625,142.9306379699707
425,137.6267547607422,142.9328965759277
426,139.79444885253906,142.9702101135254
427,166.65487670898438,142.88171157836916
428,141.29029846191406,142.8520704650879
429,143.25830078125,142.15683761596677
430,148.76519775390625,142.3807112121582
431,180.22772216796875,142.58631729125977
432,143.65687561035156,142.06560928344726
433,154.24960327148438,142.34563156127925
434,143.98806762695312,141.73023086547846
435,140.97317504882812,141.90694717407223
436,145.03945922851562,142.07418014526363
437,140.11151123046875,142.15991165161134
438,164.16796875,142.7558564758301
439,145.69557189941406,142.4788407897949
440,137.98216247558594,142.46319015502928
441,133.35598754882812,142.33930587768555
442,160.88348388671875,142.22386642456053
443,136.00596618652344,142.13750228881835
444,135.8560791015625,142.1113771057129
445,134.30516052246094,142.0393882751465
446,136.5962677001953,141.54009933471684
447,162.21298217773438,142.19812179565434
448,138.14218139648438,142.27270004272464
449,175.79737854003906,143.0571455383301
450,144.8950653076172,143.34030349731447
451,140.48660278320312,142.9009471130371
452,144.76715087890625,143.26526855468748
453,143.36277770996094,143.49979522705078
454,142.18177795410156,143.7344488525391
455,145.20652770996094,143.4758447265625
456,141.83314514160156,143.58670135498048
457,175.51329040527344,144.4074230957031
458,170.22198486328125,145.03665710449218
459,136.69989013671875,145.05537506103516
460,135.45533752441406,145.08831665039062
461,138.74371337890625,144.77936431884766
462,140.14688110351562,144.8075555419922
463,152.96128845214844,145.1071929931641
464,167.54913330078125,145.72579162597657
465,158.8338165283203,146.16780670166014
466,128.65077209472656,146.12928894042972
467,132.9702606201172,146.0433270263672
468,133.7679443359375,146.0759411621094
469,127.98998260498047,145.14805465698242
470,136.99513244628906,145.25140518188476
471,171.7899169921875,146.1845964050293
472,136.493896484375,146.22096115112308
473,127.7509536743164,145.9622009277344
474,151.9739990234375,146.27757446289064
475,134.44654846191406,146.21397033691406
476,169.44342041015625,146.80694976806643
477,158.5902862548828,146.6456579589844
478,132.0823974609375,146.46149993896486
479,134.1019744873047,146.27837341308594
480,137.30296325683594,146.04912872314455
481,131.6224365234375,145.07702301025392
482,155.09234619140625,145.305732421875
483,131.6831817626953,144.85440399169923
484,137.1357421875,144.7173574829102
485,137.1680908203125,144.64125579833987
486,133.629150390625,144.41304962158205
487,156.1177215576172,144.733173828125
488,136.5940704345703,144.1816958618164
489,144.65155029296875,144.16081542968752
490,146.5792236328125,144.33275665283202
491,142.37432861328125,144.5131234741211
492,145.48681640625,144.20519012451174
493,142.47842407226562,144.3346392822266
494,144.37606811523438,144.5050390625
495,139.84872436523438,144.61591033935545
496,133.03465270996094,144.54467803955077
497,138.77322387695312,144.07588287353514
498,146.28306579589844,144.23870056152344
499,145.22242736816406,143.62720153808593
500,134.74093627929688,143.42411895751954
501,135.4033660888672,143.32245422363283
502,187.4923858642578,144.17695892333984
503,148.66024780273438,144.2829083251953
504,141.40467834472656,144.26736633300783
505,139.50245666503906,144.15328491210937
506,158.34873962402344,144.4835968017578
507,135.01290893554688,143.67358917236325
508,170.99603271484375,143.6890701293945
509,170.30296325683594,144.36113159179686
510,177.6178741455078,145.20438232421876
511,147.325439453125,145.37601684570313
512,140.87075805664062,145.39049438476565
513,139.42214965820312,145.11971160888675
514,145.25047302246094,144.6737384033203
515,159.6051483154297,144.68916503906252
516,135.87124633789062,144.8335745239258
517,152.58050537109375,145.2257794189453
518,166.85333251953125,145.88748718261718
519,146.4262237548828,146.25621200561523
520,138.64137268066406,146.28913681030272
521,141.7955322265625,145.68924911499025
522,156.1088409423828,146.0815480041504
523,137.1605224609375,146.2697393798828
524,133.8195343017578,145.9066500854492
525,143.4855194091797,146.08742950439452
526,146.64048767089844,145.63137084960934
527,127.52176666259766,145.01000045776365
528,129.14791870117188,144.95131088256835
529,132.84030151367188,144.9260774230957
530,148.68544006347656,145.15372695922852
531,132.436279296875,145.1700038146973
532,128.25901794433594,144.6333372497559
533,132.59483337402344,144.65157028198243
534,132.27882385253906,144.5544319152832
535,130.20506286621094,144.4151713562012
536,132.48065185546875,144.39220138549805
537,129.42910766601562,143.858429107666
538,132.336669921875,143.77328109741214
539,126.03741455078125,143.40099838256836
540,131.226806640625,143.0939500427246
541,131.32696533203125,142.87300277709963
542,154.29571533203125,143.04918075561525
543,134.4994659423828,142.88960159301757
544,133.36045837402344,142.6692893981934
545,135.44313049316406,142.58117752075196
546,132.17604064941406,142.564005279541
547,169.31822204589844,143.1749052429199
548,136.5426025390625,142.98009597778318
549,134.28662109375,142.7613798522949
550,137.3034210205078,142.81262954711912
551,138.60499572753906,142.87666213989257
552,138.53919982910156,141.89759841918945
553,131.8340606689453,141.56107467651364
554,138.78338623046875,141.5086488342285
555,166.76560974121094,142.05391189575195
556,137.62994384765625,141.63953598022462
557,137.23866271972656,141.6840510559082
558,138.10946655273438,141.02631973266602
559,138.24130249023438,140.385086517334
560,137.88330078125,139.59039505004884
561,135.3632049560547,139.35115036010743
562,138.9466094970703,139.312667388916
563,137.8324737548828,139.28087387084958
564,132.0699920654297,139.01726425170898
565,168.69044494628906,139.19897018432619
566,167.93124389648438,139.84017013549803
567,138.28134155273438,139.55418685913085
568,131.25247192382812,138.8421696472168
569,171.60659790039062,139.34577713012695
570,129.9200897216797,139.17135147094723
571,125.94535064697266,138.85434783935546
572,128.4141387939453,138.30045379638673
573,129.8787841796875,138.15481903076173
574,131.58245849609375,138.11007751464842
575,130.11129760742188,137.84259307861328
576,123.6390380859375,137.3825640869141
577,164.62644958496094,138.12465774536133
578,169.77178955078125,138.9371351623535
579,168.79763793945312,139.65628189086914
580,140.8209228515625,139.4989915466309
581,145.47454833984375,139.75975692749026
582,144.10348510742188,140.07664627075198
583,139.7832794189453,140.2204151916504
584,144.5967254638672,140.46677322387697
585,143.02731323242188,140.72321823120117
586,185.07733154296875,141.7751518249512
587,137.86366271972656,141.9438429260254
588,134.3910369873047,141.984930267334
589,138.83419799804688,142.24086593627928
590,139.7213592529297,142.41075698852538
591,139.54100036621094,142.57503768920898
592,135.91102600097656,142.20734390258792
593,137.47506713867188,142.2668559265137
594,172.7333221435547,143.0543132019043
595,137.01402282714844,143.085731048584
596,136.92306518554688,143.18067153930667
597,133.0615997314453,142.4555390930176
598,137.67733764648438,142.47823379516603
599,136.18104553222656,142.51612228393557
600,128.59278869628906,142.3419096374512
601,134.48463439941406,142.25950241088867
602,134.0871124267578,142.17046066284178
603,159.6719970703125,142.72721939086912
604,114.46088409423828,142.2407693481445
605,126.44783782958984,141.4344139099121
606,129.18336486816406,141.26548233032227
607,149.71148681640625,141.51493881225585
608,159.0093536376953,141.93293655395507
609,142.2622833251953,142.0133561706543
610,142.2622833251953,142.1009358215332
611,142.4767608642578,142.24320693969727
612,142.2622833251953,142.30952041625977
613,135.09852600097656,142.25484146118163
614,178.49484252929688,143.18333847045898
615,140.30982971191406,142.6157261657715
616,166.34580993652344,142.58401748657226
617,140.67861938476562,142.63196304321286
618,134.25489807128906,142.6920115661621
619,133.91830444335938,141.9382456970215
620,134.02276611328125,142.02029922485352
621,134.29779052734375,142.18734802246095
622,156.88302612304688,142.75672576904302
623,124.23542022705078,142.64385848999024
624,124.23542022705078,142.49691772460938
625,125.378173828125,142.40225524902345
626,123.78675079345703,142.4052095031738
627,153.1903839111328,142.17648818969724
628,158.4049835205078,141.94915206909178
629,129.33468627929688,141.15989303588867
630,129.33468627929688,140.93016830444338
631,129.33468627929688,140.60737106323245
632,128.0717315673828,140.28673599243166
633,129.33468627929688,140.07776412963867
634,132.32513427734375,139.8323323059082
635,123.23262786865234,139.43643859863283
636,129.33468627929688,138.3215856933594
637,129.33468627929688,138.1510061645508
638,129.33468627929688,138.04987915039067
639,158.477783203125,138.44275085449223
640,139.78646850585938,138.4440530395508
641,139.78646850585938,138.44896240234374
642,155.70318603515625,138.84480560302734
643,134.0502471923828,138.77630920410158
644,134.26861572265625,138.0070150756836
645,134.47032165527344,137.9561410522461
646,171.85986328125,138.65487701416015
647,132.15184020996094,138.63668182373047
648,156.8222198486328,139.01957946777347
649,131.55279541015625,138.92701446533206
650,131.55279541015625,138.9862145996094
651,132.13980102539062,138.93931793212892
652,131.55279541015625,138.88863159179687
653,131.55279541015625,138.32624755859376
654,124.9339599609375,138.53570907592774
655,131.55279541015625,138.63780822753907
656,146.4800262451172,138.98374145507816
657,127.69973754882812,138.54350646972657
658,129.00502014160156,137.9434197998047
659,125.66815185546875,137.61153717041017
660,168.5025634765625,138.1363427734375
661,131.79541015625,137.92271575927734
662,131.79541015625,137.71337829589845
663,125.2739486694336,137.5168867492676
664,155.74172973632812,137.0618244934082
665,132.89285278320312,136.91348495483402
666,132.89285278320312,136.2444258117676
667,123.59967041015625,135.9028468322754
668,125.65138244628906,135.7307765197754
669,132.89285278320312,135.71026748657226
670,128.0375518798828,135.5905632019043
671,168.52774047851562,136.27516220092775
672,158.77395629882812,136.31298080444336
673,133.32125854492188,136.49469757080078
674,131.4667510986328,136.6393241882324
675,174.2156219482422,137.61607315063475
676,122.15557861328125,137.58344970703126
677,122.31022644042969,136.9658465576172
678,116.97044372558594,136.13715576171876
679,117.47257232666016,135.89991348266602
680,122.31022644042969,135.75942428588868
681,153.54981994628906,136.24372695922852
682,123.52056884765625,136.152703704834
683,123.52056884765625,136.0364213562012
684,125.38208770751953,135.89756042480474
685,123.52056884765625,135.9033192443848
686,164.85597229003906,136.6137449645996
687,124.43533325195312,136.51575790405275
688,124.43533325195312,136.41777084350588
689,124.43533325195312,135.73692184448242
690,124.43533325195312,135.4298991394043
691,123.9931411743164,135.11403259277344
692,137.24058532714844,134.74478057861327
693,135.9598846435547,134.78297332763674
694,133.7911376953125,134.77342376708984
695,136.4372100830078,134.81276153564457
696,133.4156036376953,134.04387634277344
697,131.50148010253906,134.030869140625
698,129.26846313476562,133.47979400634765
699,134.8672332763672,133.54608276367188
700,136.11634826660156,133.63735382080077
701,133.39987182617188,133.66255523681642
702,168.2346649169922,134.39619262695314
703,131.5726318359375,134.39658935546876
704,131.31869506835938,134.52428405761717
705,133.66659545898438,134.56656005859372
706,131.10496520996094,134.25905883789065
707,168.5024871826172,135.0751138305664
708,132.4766082763672,135.14454559326174
709,155.17709350585938,135.73472442626957
710,128.7753448486328,134.94018005371095
711,128.51812744140625,134.87463439941405
712,130.94085693359375,134.85754333496092
713,132.47145080566406,135.00149337768556
714,152.7374267578125,134.94140731811524
715,139.7630157470703,135.07881057739257
716,127.45648193359375,134.97008316040038
717,130.9634246826172,135.11735824584963
718,129.7712860107422,135.1997563171387
719,131.36167907714844,135.1691328430176
720,124.17958068847656,135.0919734191895
721,131.98997497558594,134.36121810913087
722,127.9997787475586,133.74573455810545
723,130.341064453125,133.68613067626953
724,132.15866088867188,133.69996887207031
725,128.49317932128906,132.78552001953128
726,123.24415588378906,132.8072915649414
727,127.99700164794922,132.9210270690918
728,166.69912719726562,133.9156007385254
729,124.91696166992188,134.06448852539066
730,130.22662353515625,134.22281646728516
731,134.01522827148438,133.83212463378905
732,144.3040771484375,134.2477947998047
733,127.89146423339844,134.33521270751956
734,166.18942260742188,135.15135940551758
735,140.1124267578125,135.4831965637207
736,152.74024963378906,135.2408821105957
737,128.40110778808594,135.32019760131837
738,128.58209228515625,135.40313278198244
739,123.34423828125,135.38131088256836
740,130.60716247558594,135.50474746704103
741,132.3432159423828,135.67174896240235
742,132.4423828125,135.57578491210938
743,141.62974548339844,135.68918212890625
744,130.9916534423828,135.63319244384766
745,128.0630340576172,135.46570892333986
746,128.19265747070312,135.36125
747,129.6680145263672,135.32458068847657
748,167.03695678710938,136.07995056152345
749,145.1066131591797,136.2847381591797
750,131.0544891357422,136.18350097656253
751,136.5691680908203,136.24688690185548
752,153.49685668945312,135.95213073730469
753,168.0725860595703,136.68212982177735
754,133.99276733398438,136.73561126708987
755,134.76397705078125,136.75755889892577
756,136.6376495361328,136.8682125854492
757,137.6570587158203,136.25130401611324
758,132.90460205078125,136.25986389160155
759,139.5245819091797,135.94681365966798
760,140.10610961914062,136.17342895507815
761,139.51231384277344,136.39331268310548
762,139.66944885253906,136.5678845214844
763,136.6471405029297,136.6513983154297
764,136.39144897460938,136.32447875976564
765,136.81597900390625,136.26553802490233
766,169.20278930664062,137.1004641723633
767,167.8620147705078,137.8384359741211
768,142.31423950195312,138.0892950439453
769,135.4053955078125,138.1701693725586
770,132.29881286621094,138.3325540161133
771,141.0657196044922,138.51406890869143
772,168.0543670654297,139.31516067504884
773,169.1664581298828,140.09166854858398
774,137.42909240722656,140.19707717895508
775,134.15121459960938,140.3102378845215
776,136.4501190185547,140.57435714721683
777,132.06675720214844,140.6557522583008
778,168.33929443359375,140.68855560302734
779,152.55508422851562,141.2413180541992
780,135.03317260742188,141.3374490356445
781,173.04408264160156,142.1180261230469
782,168.30035400390625,142.59795166015627
783,135.95257568359375,142.75917388916017
784,136.75906372070312,142.17056671142578
785,135.9894256591797,142.08810668945313
786,171.51657104492188,142.46363311767576
787,134.71014404296875,142.5898138427734
788,135.66183471679688,142.73140869140624
789,138.03858947753906,143.02529571533202
790,136.56509399414062,143.14445434570308
791,134.45449829101562,143.18667999267578
792,138.72531127929688,143.3123385620117
793,158.6392822265625,143.652529296875
794,153.6320343017578,144.1053369140625
795,150.98619079589844,144.5638000488281
796,131.16453552246094,144.62323760986328
797,129.38624572753906,144.61760223388674
798,167.5712127685547,144.62828735351562
